search_term,status,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_text,match_type,impressions,clicks,cost,conversions,conversion_value,ctr,cpc,is_brand_term,routing_status,routing_reason,natural_intent,blocked_from
marketplace b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2C EComm"
marketplaces b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,1,45.02,0.0,0.0,100.0,45.02,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2B EComm, B2C EComm"
online b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2B EComm, B2C EComm"
online b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2B EComm, B2B EComm, B2C EComm"
plataforma b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
plataformas b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
plateforme b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
platforms for b2b marketing,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
top b2b ecommerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,5,1,13.88,0.0,0.0,20.0,13.88,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
what is a b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_NEGATIVE,Blocked from B2B EComm by negative [what],B2B EComm,"B2B EComm, B2C EComm"
best ecommerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
best ecommerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
commerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
commerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,7,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
complete e commerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
complete ecommerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
digital commerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
digital commerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
digital commerce service,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
digital commerce services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,5,2,79.66,0.0,0.0,40.0,39.83,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
digital commerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
digital commerce solutions,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,9,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
digital ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
digital ecommerce services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
e commerce business solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
e commerce service,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
e commerce services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,18,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
e commerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
e commerce solution providers,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
e commerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,33,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
e commerce solutions company,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
e commerce solutions providers,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
ecommerce business solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
ecommerce business solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
ecommerce business solutions and systems,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
ecommerce online solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
ecommerce services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,5,1,11.33,0.0,0.0,20.0,11.33,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
ecommerce software solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
ecommerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,10,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
ecommerce solution providers,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
ecommerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,47,1,6.01,0.0,0.0,2.13,6.01,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
ecommerce technology solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,OMS
online business solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
online commerce software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
online store solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
solution de commerce électronique,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
solution de vente en ligne,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
solutions for ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
technology solutions in e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,OMS
web shop solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
inventory management multiple locations,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,2,1,54.25,0.0,0.0,50.0,54.25,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - General B2B",OMS,
inventory management software multiple locations,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - General B2B",OMS,
inventory multiple locations,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,4,1,68.58,0.0,0.0,25.0,68.58,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
manage inventory across multiple channels,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
multi channel inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,9,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - General B2B",OMS,
multi channel inventory management system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - General B2B",OMS,
multi inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - General B2B",OMS,
multi location inventory,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,23,1,196.94,0.0,0.0,4.35,196.94,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
multi location inventory management,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - General B2B",OMS,
multi location inventory management software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - General B2B",OMS,
multi location stock info,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,1,27.91,0.0,0.0,33.33,27.91,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
multi location warehouse management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,2,1,72.31,0.0,0.0,50.0,72.31,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - General B2B",OMS,
multi locations inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - General B2B",OMS,
multiple location inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected OMS, but in NB - General B2B",OMS,
b2b customer portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b online ordering,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b online ordering platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b online ordering portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b online ordering system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,4,1,31.96,0.0,0.0,25.0,31.96,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b online shopping,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b order portal,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b ordering,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,7,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b ordering platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b ordering portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,9,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b ordering system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,1,123.58,0.0,0.0,50.0,123.58,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,47,1,19.44,0.0,0.0,2.13,19.44,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b procurement platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b sales portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b shop online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,1,16.54,0.0,0.0,50.0,16.54,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b webshop,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
business to business portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
portal b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
b to b commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
b to b services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
b2b commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,15,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b commerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b e commerce sales,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,8,1,56.75,0.0,0.0,12.5,56.75,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce business,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce company,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,1,9.72,0.0,0.0,100.0,9.72,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce sales,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b ecommerce services,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,4,1,78.55,0.0,0.0,25.0,78.55,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,28,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b online business,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b online services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b shopping,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
business to business e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
business to business ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,
business to business ecommerce includes,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,
comprehensive 2b e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,NO_CLEAR_INTENT,No strong theme match detected,UNCLEAR,
e b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
ecommerce and b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
ecommerce b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
enterprise b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,POTENTIAL_MISMATCH,"Expected B2B EComm, but in NB - General B2B",B2B EComm,B2C EComm
b2b business portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b marketplace websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,"B2B EComm, B2B EComm, B2C EComm"
b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b provider portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,13,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b sales portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b vendor portal,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
portail b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b buyer portal,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b buyer portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b en ligne,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
b2b online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,19,0,0.0,0.0,0.0,0.0,0,False,CORRECT_BY_INTENT,Term matches NB - General B2B theme,NB - General B2B,B2C EComm
